Time(seconds),Bus Name,Signal Name,Data
3.987826000,Async 5,Digital 5,00
3.987913000,Async 5,Digital 5,03
3.988000000,Async 5,Digital 5,36
3.988087000,Async 5,Digital 5,00
3.988174000,Async 5,Digital 5,00
3.988261000,Async 5,Digital 5,00
4.029936000,Async 5,Digital 6,04
4.030023000,Async 5,Digital 6,13
4.030109000,Async 5,Digital 6,05
4.030196000,Async 5,Digital 6,01
4.030283000,Async 5,Digital 6,46
4.030369000,Async 5,Digital 6,00
4.030456000,Async 5,Digital 6,01
4.030543000,Async 5,Digital 6,00
4.031332000,Async 5,Digital 6,02
4.031419000,Async 5,Digital 6,46
