Time(seconds),Bus Name,Signal Name,Data
1.801733000,Async 3,Digital 4,00
1.801819750,Async 3,Digital 4,00
1.801906750,Async 3,Digital 4,00
1.801993750,Async 3,Digital 4,00
1.802080500,Async 3,Digital 4,00
1.802167500,Async 3,Digital 4,00
1.802254500,Async 3,Digital 4,00
1.802341500,Async 3,Digital 4,00
1.802428250,Async 3,Digital 4,00
1.802515250,Async 3,Digital 4,00
1.802602250,Async 3,Digital 4,00
1.802689250,Async 3,Digital 4,00
1.802776250,Async 3,Digital 4,00
1.802863000,Async 3,Digital 4,00
1.802950000,Async 3,Digital 4,00
1.803037000,Async 3,Digital 4,00
1.803124000,Async 3,Digital 4,00
1.803211000,Async 3,Digital 4,00
1.803297750,Async 3,Digital 4,00
1.803384750,Async 3,Digital 4,00
1.803471750,Async 3,Digital 4,00
1.803558750,Async 3,Digital 4,00
1.803645750,Async 3,Digital 4,00
1.803732500,Async 3,Digital 4,00
1.803819500,Async 3,Digital 4,00
1.803906500,Async 3,Digital 4,00
1.803993500,Async 3,Digital 4,00
1.804080500,Async 3,Digital 4,00
1.804167500,Async 3,Digital 4,00
1.804254250,Async 3,Digital 4,00
1.804341250,Async 3,Digital 4,00
1.804428250,Async 3,Digital 4,00
1.804515250,Async 3,Digital 4,00
1.804602250,Async 3,Digital 4,00
1.804689000,Async 3,Digital 4,00
1.804776000,Async 3,Digital 4,00
1.804863000,Async 3,Digital 4,00
1.804949750,Async 3,Digital 4,00
1.805037000,Async 3,Digital 4,00
1.805123750,Async 3,Digital 4,00
1.805210750,Async 3,Digital 4,00
1.805297750,Async 3,Digital 4,00
1.805384750,Async 3,Digital 4,00
1.805471750,Async 3,Digital 4,00
1.805558500,Async 3,Digital 4,00
1.805645500,Async 3,Digital 4,00
1.805732500,Async 3,Digital 4,00
1.805819500,Async 3,Digital 4,00
1.805906250,Async 3,Digital 4,00
1.805993250,Async 3,Digital 4,00
1.806080250,Async 3,Digital 4,00
1.806167250,Async 3,Digital 4,00
1.806254250,Async 3,Digital 4,00
1.806341000,Async 3,Digital 4,00
1.806428000,Async 3,Digital 4,00
1.806515000,Async 3,Digital 4,00
1.806601750,Async 3,Digital 4,00
1.806688750,Async 3,Digital 4,00
1.806775750,Async 3,Digital 4,00
