Time(seconds),Bus Name,Signal Name,Data
7.738601000,Async 5,Digital 5,4D
7.738688000,Async 5,Digital 5,AA
7.738774000,Async 5,Digital 5,6D
7.738861000,Async 5,Digital 5,43
7.738948000,Async 5,Digital 5,53
7.739035000,Async 5,Digital 5,53
7.739122000,Async 5,Digital 5,49
7.739209000,Async 5,Digital 5,24
7.739296000,Async 5,Digital 5,00
7.739382000,Async 5,Digital 5,0A
7.739469000,Async 5,Digital 5,25
7.739556000,Async 5,Digital 5,00
7.739643000,Async 5,Digital 5,18
7.739730000,Async 5,Digital 5,03
7.739817000,Async 5,Digital 5,A6
7.739903000,Async 5,Digital 5,28
7.739990000,Async 5,Digital 5,5E
7.740077000,Async 5,Digital 5,D8
7.740164000,Async 5,Digital 5,EC
7.740251000,Async 5,Digital 5,91
7.740338000,Async 5,Digital 5,1C
7.740424000,Async 5,Digital 5,48
7.740511000,Async 5,Digital 5,A3
7.740598000,Async 5,Digital 5,AC
7.740685000,Async 5,Digital 5,43
7.740772000,Async 5,Digital 5,53
7.740859000,Async 5,Digital 5,53
7.740945000,Async 5,Digital 5,49
7.740973000,Async 5,Digital 6,04
7.741095000,Async 5,Digital 6,13
7.741181000,Async 5,Digital 6,05
7.741268000,Async 5,Digital 6,01
7.741355000,Async 5,Digital 6,48
7.741442000,Async 5,Digital 6,00
7.741528000,Async 5,Digital 6,01
7.741615000,Async 5,Digital 6,00
7.794595000,Async 5,Digital 6,02
7.794682000,Async 5,Digital 6,48
7.794769000,Async 5,Digital 6,20
7.794856000,Async 5,Digital 6,0B
7.794942000,Async 5,Digital 6,00
7.795029000,Async 5,Digital 6,07
7.795116000,Async 5,Digital 6,00
7.795202000,Async 5,Digital 6,04
7.795289000,Async 5,Digital 6,00
7.795376000,Async 5,Digital 6,08
7.795463000,Async 5,Digital 6,25
7.795549000,Async 5,Digital 6,00
7.795636000,Async 5,Digital 6,2D
7.795723000,Async 5,Digital 6,00
7.795809000,Async 5,Digital 6,03
7.795896000,Async 5,Digital 6,28
7.796465000,Async 5,Digital 5,02
7.796551000,Async 5,Digital 5,48
7.796638000,Async 5,Digital 5,00
7.796725000,Async 5,Digital 5,30
7.796812000,Async 5,Digital 5,00
7.796899000,Async 5,Digital 5,2C
7.796986000,Async 5,Digital 5,00
7.797073000,Async 5,Digital 5,04
7.797159000,Async 5,Digital 5,00
7.797246000,Async 5,Digital 5,09
7.797333000,Async 5,Digital 5,15
7.797420000,Async 5,Digital 5,26
7.797507000,Async 5,Digital 5,00
7.797594000,Async 5,Digital 5,10
7.797681000,Async 5,Digital 5,27
7.797768000,Async 5,Digital 5,00
